Date,Equity
2023-09-01,100000.0
2023-09-04,100000.0
2023-09-05,100000.0
2023-09-06,100000.0
2023-09-07,100000.0
2023-09-08,100000.0
2023-09-11,100000.0
2023-09-12,100000.0
2023-09-13,100000.0
2023-09-14,100000.0
2023-09-15,100000.0
2023-09-18,100000.0
2023-09-20,100000.0
2023-09-21,100000.0
2023-09-22,100000.0
2023-09-25,100000.0
2023-09-26,100000.0
2023-09-27,100000.0
2023-09-28,100000.0
2023-09-29,100000.0
2023-10-03,100000.0
2023-10-04,100000.0
2023-10-05,100000.0
2023-10-06,100000.0
2023-10-09,100000.0
2023-10-10,100000.0
2023-10-11,100000.0
2023-10-12,100000.0
2023-10-13,100000.0
2023-10-16,100000.0
2023-10-17,100000.0
2023-10-18,100000.0
2023-10-19,100000.0
2023-10-20,100000.0
2023-10-23,100000.0
2023-10-25,100000.0
2023-10-26,100000.0
2023-10-27,100000.0
2023-10-30,100000.0
2023-10-31,100000.0
2023-11-01,100000.0
2023-11-02,100000.0
2023-11-03,100000.0
2023-11-06,100000.0
2023-11-07,100000.0
2023-11-08,100000.0
2023-11-09,100000.0
2023-11-10,100000.0
2023-11-13,100000.0
2023-11-15,100000.0
2023-11-16,100000.0
2023-11-17,100000.0
2023-11-20,100000.0
2023-11-21,100000.0
2023-11-22,100000.0
2023-11-23,100000.0
2023-11-24,100000.0
2023-11-28,100000.0
2023-11-29,100000.0
2023-11-30,100000.0
2023-12-01,100000.0
2023-12-04,100000.0
2023-12-05,100000.0
2023-12-06,100000.0
2023-12-07,100000.0
2023-12-08,100000.0
2023-12-11,100000.0
2023-12-12,100000.0
2023-12-13,100000.0
2023-12-14,100000.0
2023-12-15,100000.0
2023-12-18,100000.0
2023-12-19,100000.0
2023-12-20,100000.0
2023-12-21,100000.0
2023-12-22,100000.0
2023-12-26,100000.0
2023-12-27,100000.0
2023-12-28,100000.0
2023-12-29,100000.0
2024-01-01,100000.0
2024-01-02,100000.0
2024-01-03,100000.0
2024-01-04,100000.0
2024-01-05,100000.0
2024-01-08,100000.0
2024-01-09,100000.0
2024-01-10,100165.86071777344
2024-01-11,99891.85119628906
2024-01-12,100705.35778808594
2024-01-15,103312.13391113281
2024-01-16,102942.6205444336
2024-01-17,102613.24493408203
2024-01-18,102068.30871582031
2024-01-19,105160.02258300781
2024-01-23,103468.98425292969
2024-01-24,103534.00695800781
2024-01-25,104006.95343017578
2024-01-29,104468.77850341797
2024-01-30,105495.41290283203
2024-01-31,105378.08654785156
2024-02-01,106264.29611206055
2024-02-02,108211.82284545898
2024-02-05,110726.67649841309
2024-02-06,111356.7887878418
2024-02-07,113904.9905090332
2024-02-08,114299.81268310547
2024-02-09,113152.73826599121
2024-02-12,113022.2071685791
2024-02-13,112319.66090393066
2024-02-14,112490.27717590332
2024-02-15,116130.92658996582
2024-02-16,117679.4532623291
2024-02-19,117628.73942565918
2024-02-20,117296.79391479492
2024-02-21,116790.4506225586
2024-02-22,116001.88838195801
2024-02-23,117106.41725158691
2024-02-26,115650.01527404785
2024-02-27,116063.71968078613
2024-02-28,114427.05813598633
2024-02-29,113197.33158874512
2024-03-01,114706.34944152832
2024-03-04,116298.94534301758
2024-03-05,116167.5138092041
2024-03-06,115000.33897399902
2024-03-07,116366.36750793457
2024-03-11,116039.30543518066
2024-03-12,116081.76029968262
2024-03-13,112628.79292297363
2024-03-14,111705.75975036621
2024-03-15,111184.72721862793
2024-03-18,112636.81289672852
2024-03-19,110510.42845153809
2024-03-20,110069.03950500488
2024-03-21,112496.3503112793
2024-03-22,112528.55284118652
2024-03-26,113534.48341369629
2024-03-27,114029.08790588379
2024-03-28,115175.91473388672
2024-04-01,117039.54414367676
2024-04-02,117636.99508666992
2024-04-03,118104.89152526855
2024-04-04,117821.76454162598
2024-04-05,117136.99404907227
2024-04-08,118410.49053955078
2024-04-09,118400.96649169922
2024-04-10,118408.24012756348
2024-04-12,118332.93855285645
2024-04-15,115357.81156921387
2024-04-16,114083.67750549316
2024-04-18,114494.43778991699
2024-04-19,112607.13003540039
2024-04-22,115034.73780822754
2024-04-23,115456.73873901367
2024-04-24,115292.98028564453
2024-04-25,115301.71897888184
2024-04-26,116464.10932922363
2024-04-29,116523.32530212402
2024-04-30,116825.34217834473
2024-05-02,117116.48463439941
2024-05-03,117004.17796325684
2024-05-06,116053.65551757812
2024-05-07,114629.41598510742
2024-05-08,114776.09956359863
2024-05-09,114115.07734680176
2024-05-10,113629.09086608887
2024-05-13,113504.19506835938
2024-05-14,115895.38453674316
2024-05-15,117418.48059082031
2024-05-16,116900.76498413086
2024-05-17,118671.70324707031
2024-05-21,120004.50268554688
2024-05-22,120740.47840881348
2024-05-23,121258.80683898926
2024-05-24,122425.00712585449
2024-05-27,122079.1150970459
2024-05-28,121202.4330444336
2024-05-29,119953.13801574707
2024-05-30,117669.44956970215
2024-05-31,116888.49977111816
2024-06-03,121913.6576385498
2024-06-04,108202.05271911621
2024-06-05,109696.16770935059
2024-06-06,116862.08592224121
2024-06-07,117689.61312866211
2024-06-10,120128.46096801758
2024-06-11,120404.22059631348
2024-06-12,121403.34169006348
2024-06-13,122326.16680908203
2024-06-14,123256.54460144043
2024-06-18,124342.28227233887
2024-06-19,123065.33699035645
2024-06-20,123197.65357971191
2024-06-21,123179.18147277832
2024-06-24,122316.99992370605
2024-06-25,123066.19410705566
2024-06-26,123281.83598327637
2024-06-27,123741.73922729492
2024-06-28,124689.66865539551
2024-07-01,125334.4921875
2024-07-02,124648.06083679199
2024-07-03,125102.14085388184
2024-07-04,125660.03852844238
2024-07-05,125886.90653991699
2024-07-08,125443.52787780762
2024-07-09,125341.34069824219
2024-07-10,123682.88735961914
2024-07-11,124815.30639648438
2024-07-12,124142.1208190918
2024-07-15,124459.57235717773
2024-07-16,124913.10339355469
2024-07-18,123826.28953552246
2024-07-19,121059.12658691406
2024-07-22,119626.73191833496
2024-07-23,118250.59913635254
2024-07-24,120016.05894470215
2024-07-25,119373.3324432373
2024-07-26,121842.54611206055
2024-07-29,124325.72311401367
2024-07-30,124592.06495666504
2024-07-31,124949.07760620117
2024-08-01,124753.98417663574
2024-08-02,122621.52021789551
2024-08-05,118821.54057312012
2024-08-06,118862.64518737793
2024-08-07,120017.49374389648
2024-08-08,119684.15115356445
2024-08-09,120219.3610534668
2024-08-12,119971.71719360352
2024-08-13,119138.4539642334
2024-08-14,118486.08639526367
2024-08-16,119966.32525634766
2024-08-19,121968.81465148926
2024-08-20,122809.54228210449
2024-08-21,123172.3112487793
2024-08-22,123788.35762023926
2024-08-23,123359.39660644531
2024-08-26,123307.82926940918
2024-08-27,123452.59132385254
2024-08-28,123744.7578125
2024-08-29,123986.72770690918
2024-08-30,125511.37411499023
2024-09-02,125351.37921142578
2024-09-03,124900.34257507324
2024-09-04,124183.71043395996
2024-09-05,125124.28482055664
2024-09-06,123730.5142364502
2024-09-09,122954.99960327148
2024-09-10,124062.47848510742
2024-09-11,123545.05480957031
2024-09-12,124306.4468383789
2024-09-13,125852.06713867188
2024-09-16,125967.71557617188
2024-09-17,125863.2200012207
2024-09-18,124839.42054748535
2024-09-19,123737.74432373047
2024-09-20,125395.01539611816
2024-09-23,127365.87934875488
2024-09-24,126768.86808776855
2024-09-25,125985.85076904297
2024-09-26,126137.37591552734
2024-09-27,127799.52133178711
2024-09-30,128928.70693969727
2024-10-01,129633.16549682617
2024-10-03,126682.31610107422
2024-10-04,125506.67373657227
2024-10-07,123352.51100158691
2024-10-08,122990.28527832031
2024-10-09,126171.65586853027
2024-10-10,126721.19255065918
2024-10-11,126857.33081054688
2024-10-14,128040.28717041016
2024-10-15,128808.04136657715
2024-10-16,128601.15655517578
2024-10-17,126647.7710723877
2024-10-18,125396.59614562988
2024-10-21,125153.3800201416
2024-10-22,121728.98072814941
2024-10-23,119251.3038482666
2024-10-24,120617.63600158691
2024-10-25,118090.3122253418
2024-10-28,118592.03015136719
2024-10-29,118718.88700866699
2024-10-30,120001.87467956543
2024-10-31,119475.2505493164
2024-11-01,120290.40893554688
2024-11-04,118105.80404663086
2024-11-05,118698.31771850586
2024-11-06,120681.70950317383
2024-11-07,122000.85855102539
2024-11-08,121386.90194702148
2024-11-11,120720.00869750977
2024-11-12,120806.57241821289
2024-11-13,118709.74423217773
2024-11-14,116989.50424194336
2024-11-18,116579.27279663086
2024-11-19,117608.63265991211
2024-11-21,116988.24313354492
2024-11-22,118204.77658081055
2024-11-25,119855.48226928711
2024-11-26,120539.02639770508
2024-11-27,120701.25894165039
2024-11-28,120589.2975769043
2024-11-29,120943.12484741211
2024-12-02,121480.4143371582
2024-12-03,122584.19223022461
2024-12-04,123019.06649780273
2024-12-05,123203.57229614258
2024-12-06,125285.5505065918
2024-12-09,125204.83554077148
2024-12-10,125561.81954956055
2024-12-11,125976.70059204102
2024-12-12,126542.59280395508
2024-12-13,125733.65127563477
2024-12-16,126868.51773071289
2024-12-17,126605.72579956055
2024-12-18,125910.13363647461
2024-12-19,124398.96322631836
2024-12-20,122529.56729125977
2024-12-23,122166.73843383789
2024-12-24,121854.40365600586
2024-12-26,122008.48532104492
2024-12-27,121589.97085571289
2024-12-30,121248.24221801758
2024-12-31,121088.97073364258
2025-01-01,121832.13803100586
2025-01-02,122233.66757202148
2025-01-03,122331.34786987305
2025-01-06,121199.25765991211
2025-01-07,120674.98068237305
2025-01-08,120077.0788269043
2025-01-09,119478.07437133789
2025-01-10,118970.92819213867
2025-01-13,117309.17166137695
2025-01-14,117544.15176391602
2025-01-15,118480.95443725586
2025-01-16,119616.86123657227
2025-01-17,119977.3879699707
2025-01-20,119972.17495727539
2025-01-21,119322.5876159668
2025-01-22,117972.06478881836
2025-01-23,118768.07089233398
2025-01-24,119758.79092407227
2025-01-27,117500.44284057617
2025-01-28,116529.24789428711
2025-01-29,116747.41500854492
2025-01-30,117254.7311706543
2025-01-31,117247.49752807617
2025-02-01,117097.53146362305
2025-02-03,116148.81723022461
2025-02-04,117942.26681518555
2025-02-05,118497.11727905273
2025-02-06,118388.70040893555
2025-02-07,118131.53427124023
2025-02-10,117996.16708374023
2025-02-11,116145.48092651367
2025-02-12,115691.7477722168
2025-02-13,116352.35610961914
2025-02-14,115306.88977050781
2025-02-17,114883.77258300781
2025-02-18,115524.28900146484
2025-02-19,115879.57312011719
2025-02-20,117127.23928833008
2025-02-21,117000.52258300781
2025-02-24,116350.02264404297
2025-02-25,116164.5228881836
2025-02-27,115240.88946533203
2025-02-28,112980.97399902344
2025-03-03,112397.59045410156
2025-03-04,112307.72357177734
2025-03-05,112104.6898803711
2025-03-06,112653.05731201172
2025-03-07,112581.4075012207
2025-03-10,111841.97485351562
2025-03-11,111636.07510375977
2025-03-12,112016.1752319336
2025-03-13,112302.52526855469
2025-03-17,112403.07513427734
2025-03-18,112781.72500610352
2025-03-19,112883.97470092773
2025-03-20,112962.52487182617
2025-03-21,112961.97439575195
2025-03-24,113278.13693237305
2025-03-25,113456.93753051758
2025-03-26,112893.58697509766
2025-03-27,112952.43740844727
2025-03-28,113617.38534545898
2025-04-01,112778.33602905273
2025-04-02,112688.78610229492
2025-04-03,112523.48654174805
2025-04-04,111833.88662719727
2025-04-07,109279.4437866211
2025-04-08,110563.54345703125
2025-04-09,110673.74407958984
2025-04-11,111172.64443969727
2025-04-15,112150.74432373047
2025-04-16,112103.07794189453
2025-04-17,111843.04132080078
2025-04-21,113035.30505371094
2025-04-22,114294.50610351562
2025-04-23,113879.9059753418
2025-04-24,114118.55062866211
2025-04-25,112573.95199584961
2025-04-28,113228.41891479492
2025-04-29,113946.51791381836
2025-04-30,112858.15194702148
2025-05-02,112823.68344116211
2025-05-05,112981.15161132812
2025-05-06,113045.78439331055
2025-05-07,112708.65106201172
2025-05-08,112974.28405761719
2025-05-09,111386.6188659668
2025-05-12,114124.98486328125
2025-05-13,114372.21826171875
2025-05-14,114032.92141723633
2025-05-15,114042.0537109375
2025-05-16,115126.1216430664
2025-05-19,115412.68676757812
2025-05-20,114919.35415649414
2025-05-21,114845.52072143555
2025-05-22,113788.00192260742
2025-05-23,114462.4682006836
2025-05-26,115436.4281616211
2025-05-27,114665.92880249023
2025-05-28,114661.9280090332
2025-05-29,114675.22848510742
2025-05-30,115008.82946777344
2025-06-02,115240.22848510742
2025-06-03,115442.4287109375
2025-06-04,115654.02947998047
2025-06-05,116369.52868652344
2025-06-06,116760.8288269043
2025-06-09,118386.92153930664
2025-06-10,118544.27157592773
2025-06-11,117450.87158203125
2025-06-12,116576.42135620117
2025-06-13,114364.9711303711
2025-06-16,115759.02139282227
2025-06-17,116301.02185058594
2025-06-18,115286.32107543945
2025-06-19,115044.22134399414
2025-06-20,115200.52139282227
2025-06-23,116559.57083129883
2025-06-24,118593.22045898438
2025-06-25,118565.67233276367
2025-06-26,118991.87063598633
2025-06-27,119980.77124023438
2025-06-30,120932.57055664062
2025-07-01,121661.2707824707
2025-07-02,120890.3000793457
2025-07-03,120837.59913635254
2025-07-04,119882.25051879883
2025-07-07,119374.24839782715
2025-07-08,118712.39909362793
2025-07-09,119705.24906921387
2025-07-10,119424.7006225586
2025-07-11,118180.89993286133
2025-07-14,117837.1994934082
2025-07-15,119341.09985351562
2025-07-16,120334.04946899414
2025-07-17,119750.14918518066
2025-07-18,118711.24961853027
2025-07-21,118560.84956359863
2025-07-22,119889.94912719727
2025-07-23,119859.24865722656
2025-07-24,119319.59941101074
2025-07-25,117363.69938659668
2025-07-28,116259.59878540039
2025-07-29,115900.65043640137
2025-07-30,116997.89956665039
2025-07-31,116099.35006713867
2025-08-01,115368.90046691895
2025-08-04,115085.65292358398
2025-08-05,115822.20681762695
2025-08-06,115879.65481567383
2025-08-07,115526.30618286133
2025-08-08,115550.20608520508
2025-08-11,115422.95559692383
2025-08-12,115142.85501098633
2025-08-13,115539.05532836914
2025-08-14,116305.75521850586
2025-08-18,117556.20602416992
2025-08-19,118138.80697631836
2025-08-20,118560.5559387207
2025-08-21,119232.65603637695
2025-08-22,118893.45474243164
2025-08-25,118177.35635375977
2025-08-26,116606.9553527832
2025-08-28,115481.7063293457
2025-08-29,114650.10610961914
2025-09-01,115096.40609741211
2025-09-02,115831.75570678711
2025-09-03,116127.45523071289
2025-09-04,117352.80514526367
2025-09-05,117346.25552368164
2025-09-08,118660.55545043945
2025-09-09,119265.05459594727
2025-09-10,119374.40475463867
2025-09-11,118975.0055847168
2025-09-12,119196.75540161133
2025-09-15,119920.25576782227
2025-09-16,120232.30581665039
2025-09-17,120903.95584106445
2025-09-18,120696.25674438477
2025-09-19,120537.80508422852
2025-09-22,120475.25637817383
2025-09-23,119595.50497436523
2025-09-24,118832.00588989258
2025-09-25,118164.25735473633
2025-09-26,117359.23965454102
2025-09-29,116991.93984985352
2025-09-30,117789.83901977539
2025-10-01,117597.78939819336
2025-10-03,117902.63900756836
2025-10-06,118698.18942260742
2025-10-07,119186.74008178711
2025-10-08,118490.88980102539
2025-10-09,117932.1891784668
2025-10-10,118371.83853149414
2025-10-13,118239.49020385742
2025-10-14,118069.58975219727
2025-10-15,118628.48825073242
2025-10-16,119622.6891784668
2025-10-17,120134.13912963867
2025-10-20,121348.8889465332
2025-10-21,122474.68936157227
2025-10-23,121245.8903503418
2025-10-24,120771.3903503418
2025-10-27,120954.13919067383
2025-10-28,120236.18991088867
2025-10-29,119783.42909240723
2025-10-30,119473.2787475586
2025-10-31,119039.72817993164
2025-11-03,119800.29887390137
2025-11-04,119162.84967041016
2025-11-06,118017.0298614502
2025-11-07,117234.14939880371
2025-11-10,118821.68984985352
2025-11-11,118178.06967163086
2025-11-12,119731.80903625488
2025-11-13,119912.3397064209
2025-11-14,119223.30863952637
2025-11-17,119603.34840393066
2025-11-18,119238.27825927734
2025-11-19,118857.54956054688
2025-11-20,120045.37979125977
2025-11-21,119451.42858886719
2025-11-24,118412.73936462402
2025-11-25,118566.43115234375
2025-11-26,119132.42073059082
2025-11-27,120286.63066101074
2025-11-28,120345.43922424316
2025-12-01,120368.62910461426
2025-12-02,119843.22897338867
2025-12-03,118403.12942504883
2025-12-04,118461.9292602539
2025-12-05,117859.02719116211
2025-12-08,117015.24670410156
2025-12-09,115647.32568359375
2025-12-10,116654.36571502686
2025-12-11,116868.82622528076
2025-12-12,117884.05590057373
2025-12-15,118007.43642425537
2025-12-16,117333.10612487793
2025-12-17,117193.1463394165
2025-12-18,116978.46591186523
2025-12-19,117580.86647796631
2025-12-22,118937.69660949707
2025-12-23,118723.8758468628
2025-12-24,118394.30760192871
2025-12-26,117706.49604797363
2025-12-29,116899.1665649414
2025-12-30,116195.91594696045
2025-12-31,117890.33638000488
2026-01-01,118837.34633636475
2026-01-02,119914.56469726562
2026-01-05,120844.50434875488
2026-01-06,121087.16603851318
2026-01-07,120780.09523773193
2026-01-08,119596.23538208008
2026-01-09,118758.18551635742
2026-01-12,117555.23621368408
2026-01-13,118774.84483337402
2026-01-14,119115.5156326294
2026-01-15,120644.7957687378
2026-01-16,119383.02600860596
2026-01-19,119072.50654602051
2026-01-20,117488.6259841919
2026-01-21,116387.35608673096
2026-01-22,117092.65557861328
2026-01-23,116982.27559661865
2026-01-27,116480.08557128906
2026-01-28,116989.12488555908
2026-01-29,119641.23580169678
2026-01-30,118095.86562347412
2026-02-02,114137.91658782959
2026-02-03,118499.19594573975
2026-02-04,119500.0952758789
2026-02-05,118490.83596801758
2026-02-06,117945.52722930908
2026-02-09,119727.2060470581
2026-02-10,120107.97577667236
2026-02-11,120973.59555053711
2026-02-12,121920.95542907715
2026-02-13,119727.11563110352
2026-02-16,119501.34660339355
2026-02-17,120208.98594665527
2026-02-18,122100.1753540039
2026-02-19,121124.90543365479
2026-02-20,121198.97624206543
2026-02-23,122172.35738372803
2026-02-24,121613.32634735107
2026-02-25,123221.31575775146
2026-02-26,124352.66645050049
2026-02-27,123911.07524108887
2026-03-02,120077.84614562988
2026-03-04,117912.79460906982
2026-03-05,119374.62484741211
2026-03-06,120294.80449676514
2026-03-09,116905.32401275635
2026-03-10,118049.82273864746
2026-03-11,117795.86436462402
2026-03-12,115535.80449676514
2026-03-13,113379.42891693115
2026-03-16,112486.57901000977
2026-03-17,113415.23834228516
2026-03-18,114704.29833221436
2026-03-19,112898.44904327393
2026-03-20,112923.09954071045
2026-03-23,110052.45584106445
2026-03-24,110611.62605285645
2026-03-25,111698.87532043457
2026-03-27,111085.37545776367
2026-03-30,111186.70603942871
2026-04-01,112740.22625732422
2026-04-02,111957.56552124023
2026-04-06,113596.0864868164
2026-04-07,114472.88571166992
2026-04-08,115789.15560913086
2026-04-09,115998.90647888184
2026-04-10,116465.55680847168
2026-04-13,115861.72560119629
2026-04-15,117731.14404296875
2026-04-16,118429.11503601074
2026-04-17,118810.25663757324
2026-04-20,118989.50686645508
2026-04-21,119071.26666259766
2026-04-22,119667.4175415039
2026-04-23,119744.60598754883
2026-04-24,118322.18493652344
2026-04-27,120329.0751953125
2026-04-28,121918.61604309082
2026-04-29,121534.77630615234
2026-04-30,113340.53677368164
2026-05-01,115550.27619934082
2026-05-04,115179.87673950195
2026-05-05,115954.73408508301
2026-05-06,116595.71630859375
2026-05-07,117841.29495239258
2026-05-08,118351.86505126953
2026-05-11,116552.6743927002
2026-05-12,114084.38478088379
2026-05-13,114446.44464111328
2026-05-14,118589.90545654297
2026-05-15,117983.44483947754
2026-05-18,116240.58570861816
2026-05-19,116799.8764038086
2026-05-20,116328.04649353027
2026-05-21,118745.17611694336
2026-05-22,118663.45768737793
2026-05-25,119459.19494628906
2026-05-26,120789.36665344238
2026-05-27,122520.22691345215
2026-05-28,104519.5256652832
2026-05-29,121827.65516662598
